segment_id,scenario_id,buffer_m,rainfall_min_mm,rainfall_max_mm,rainfall_mean_mm,rainfall_median_mm,rainfall_p90_mm,spatial_std_mm,valid_coverage_pct
NH44_SEG_006,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_007,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_008,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_009,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_010,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_011,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_012,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_013,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_014,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_015,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_016,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_017,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_018,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_019,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_020,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_021,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_022,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_023,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_024,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_025,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_026,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_027,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_028,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_029,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_030,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_031,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_032,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_033,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_034,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_035,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_036,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_037,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_038,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_039,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_040,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_041,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_042,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_043,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_044,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_045,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_046,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_047,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_048,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_049,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_050,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_051,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_052,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_053,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_054,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_055,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_056,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_057,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_058,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_059,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_060,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_061,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_062,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_063,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_064,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_065,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_066,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_067,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_068,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_069,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_070,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_071,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_072,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_073,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_074,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_075,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_076,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_077,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_078,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_079,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_080,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_081,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_082,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_083,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_084,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_085,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_086,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_087,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_088,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_089,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_090,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_091,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_092,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_093,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_094,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_095,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_096,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_097,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_098,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_099,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_100,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_101,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_102,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_103,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_104,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_105,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_106,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_107,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_108,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_109,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_110,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_111,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_112,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_113,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_114,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_115,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_116,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_117,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_118,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_119,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_120,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_121,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_122,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_123,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_124,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_125,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_126,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_127,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_128,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_129,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_130,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_131,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_132,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_133,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_134,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_135,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_136,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_137,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_138,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_139,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_140,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_141,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_142,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_143,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_144,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_145,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_146,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_147,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_148,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_149,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_150,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_151,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_152,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_153,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_154,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_155,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_156,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_157,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_158,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_001,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_002,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_003,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_004,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_005,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_006,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_007,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_008,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_009,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_010,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_011,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_012,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_013,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_014,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_015,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_016,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_017,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_018,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_019,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_020,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_021,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_022,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_023,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_024,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_025,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_026,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_027,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_028,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_029,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_030,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_031,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_032,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_033,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_034,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_035,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_036,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_037,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_038,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_039,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_040,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_041,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_042,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_043,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_044,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_045,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_046,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_047,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_048,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_049,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_050,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_051,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_052,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_053,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_054,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_055,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_056,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_057,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_058,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_059,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_060,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_061,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_062,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_063,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_064,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_065,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_066,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_067,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_068,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_069,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_070,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_071,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_072,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_073,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_074,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_075,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_076,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_077,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_078,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_079,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_080,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_081,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_082,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_083,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_084,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_085,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_086,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_087,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_088,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_089,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_090,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_091,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_092,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_093,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_094,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_095,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_096,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_097,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_098,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_099,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_100,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_101,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_102,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_103,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_104,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_105,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_106,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_107,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_108,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_109,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_110,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_111,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_112,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_113,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_114,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_115,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_116,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_117,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_118,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_119,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_120,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_121,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_122,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_123,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_124,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_125,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_126,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_127,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_128,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_129,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_130,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_131,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_132,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_133,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_134,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_135,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_136,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_137,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_138,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_139,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_140,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_141,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_142,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_143,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_144,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_145,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_146,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_147,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_148,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_149,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_150,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_151,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_152,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_153,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_154,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_155,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_156,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_157,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_158,S3,100,90.0,99.0,90.0,90.0,94.5,1.2,100.0
NH44_SEG_001,S4,100,120.0,132.0,120.0,120.0,126.0,1.2,100.0
NH44_SEG_002,S4,100,120.0,132.0,120.0,120.0,126.0,1.2,100.0
NH44_SEG_003,S4,100,120.0,132.0,120.0,120.0,126.0,1.2,100.0
NH44_SEG_004,S4,100,120.0,132.0,120.0,120.0,126.0,1.2,100.0
NH44_SEG_005,S4,100,120.0,132.0,120.0,120.0,126.0,1.2,100.0
NH44_SEG_006,S4,100,120.0,132.0,120.0,120.0,126.0,1.2,100.0
NH44_SEG_007,S4,100,120.0,132.0,120.0,120.0,126.0,1.2,100.0
NH44_SEG_008,S4,100,120.0,132.0,120.0,120.0,126.0,1.2,100.0
NH44_SEG_009,S4,100,120.0,132.0,120.0,120.0,126.0,1.2,100.0
NH44_SEG_010,S4,100,120.0,132.0,120.0,120.0,126.0,1.2,100.0
NH44_SEG_011,S4,100,120.0,132.0,120.0,120.0,126.0,1.2,100.0
NH44_SEG_012,S4,100,120.0,132.0,120.0,120.0,126.0,1.2,100.0
