segment_id,chainage_range_m,consensus_rank,consensus_percentile,consensus_priority_band,rank_interval_width_90,top_10_pct_probability,method_agreement_category,principal_elevated_components,structure_context,interpretation_limitation,epsilon_dominance_status,human_readable_explanation,disclaimer_notice
NH44_SEG_063,31000.0m - 31500.0m,49,69.62,HIGH,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the HIGH static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_064,31500.0m - 32000.0m,48,70.25,HIGH,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the HIGH static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_065,32000.0m - 32500.0m,50,68.99,HIGH,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the HIGH static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_066,32500.0m - 33000.0m,52,67.72,HIGH,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the HIGH static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_067,33000.0m - 33500.0m,54,66.46,HIGH,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the HIGH static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_068,33500.0m - 34000.0m,61,62.03,HIGH,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the HIGH static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_069,34000.0m - 34500.0m,67,58.23,MODERATE,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_070,34500.0m - 35000.0m,69,56.96,MODERATE,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_071,35000.0m - 35500.0m,72,55.06,MODERATE,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_072,35500.0m - 36000.0m,71,55.7,MODERATE,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_073,36000.0m - 36500.0m,73,54.43,MODERATE,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_074,36500.0m - 37000.0m,74,53.8,MODERATE,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_075,37000.0m - 37500.0m,75,53.16,MODERATE,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_076,37500.0m - 38000.0m,76,52.53,MODERATE,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_077,38000.0m - 38500.0m,77,51.9,MODERATE,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_078,38500.0m - 39000.0m,78,51.27,MODERATE,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_079,39000.0m - 39500.0m,79,50.63,MODERATE,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_080,39500.0m - 40000.0m,90,43.67,MODERATE,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_081,40000.0m - 40500.0m,97,39.24,LOW,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_082,40500.0m - 41000.0m,94,41.14,MODERATE,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_083,41000.0m - 41500.0m,87,45.57,MODERATE,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_084,41500.0m - 42000.0m,85,46.84,MODERATE,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_085,42000.0m - 42500.0m,81,49.37,MODERATE,0.0,0.0,HIGHLY_SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_086,42500.0m - 43000.0m,80,50.0,MODERATE,0.0,0.0,HIGHLY_SENSITIVE,Slope severity & Geological fault proximity,Bridge,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_087,43000.0m - 43500.0m,84,47.47,MODERATE,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_088,43500.0m - 44000.0m,88,44.94,MODERATE,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_089,44000.0m - 44500.0m,89,44.3,MODERATE,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_090,44500.0m - 45000.0m,86,46.2,MODERATE,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_091,45000.0m - 45500.0m,82,48.73,MODERATE,0.0,0.0,HIGHLY_SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_092,45500.0m - 46000.0m,83,48.1,MODERATE,0.0,0.0,HIGHLY_SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_093,46000.0m - 46500.0m,92,42.41,MODERATE,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_094,46500.0m - 47000.0m,93,41.77,MODERATE,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_095,47000.0m - 47500.0m,96,39.87,LOW,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_096,47500.0m - 48000.0m,95,40.51,MODERATE,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_097,48000.0m - 48500.0m,91,43.04,MODERATE,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the MODERATE static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_098,48500.0m - 49000.0m,98,38.61,LOW,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_099,49000.0m - 49500.0m,99,37.97,LOW,0.0,0.0,MODERATE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_100,49500.0m - 50000.0m,100,37.34,LOW,0.0,0.0,MODERATE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_101,50000.0m - 50500.0m,101,36.71,LOW,0.0,0.0,MODERATE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_102,50500.0m - 51000.0m,102,36.08,LOW,0.0,0.0,MODERATE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_103,51000.0m - 51500.0m,103,35.44,LOW,0.0,0.0,MODERATE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_104,51500.0m - 52000.0m,104,34.81,LOW,0.0,0.0,MODERATE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_105,52000.0m - 52500.0m,105,34.18,LOW,0.0,0.0,MODERATE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_106,52500.0m - 53000.0m,106,33.54,LOW,0.0,0.0,MODERATE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_107,53000.0m - 53500.0m,107,32.91,LOW,0.0,0.0,MODERATE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_108,53500.0m - 54000.0m,108,32.28,LOW,0.0,0.0,MODERATE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_109,54000.0m - 54500.0m,109,31.65,LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_110,54500.0m - 55000.0m,110,31.01,LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_111,55000.0m - 55500.0m,115,27.85,LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_112,55500.0m - 56000.0m,119,25.32,LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_113,56000.0m - 56500.0m,118,25.95,LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_114,56500.0m - 57000.0m,116,27.22,LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_115,57000.0m - 57500.0m,113,29.11,LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_116,57500.0m - 58000.0m,112,29.75,LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_117,58000.0m - 58500.0m,111,30.38,LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_118,58500.0m - 59000.0m,114,28.48,LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_119,59000.0m - 59500.0m,117,26.58,LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_120,59500.0m - 60000.0m,124,22.15,LOW,0.0,0.0,VERY_STABLE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_121,60000.0m - 60500.0m,132,17.09,VERY_LOW,0.0,0.0,MODERATE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_122,60500.0m - 61000.0m,138,13.29,VERY_LOW,0.0,0.0,MODERATE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_123,61000.0m - 61500.0m,142,10.76,VERY_LOW,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_124,61500.0m - 62000.0m,144,9.49,VERY_LOW,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_125,62000.0m - 62500.0m,147,7.59,VERY_LOW,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
NH44_SEG_126,62500.0m - 63000.0m,148,6.96,VERY_LOW,0.0,0.0,SENSITIVE,Slope severity & Geological fault proximity,Open Road,DIRECT_SURFACE_ROAD_EXPOSURE,NON_MEMBER,This segment is placed in the VERY_LOW static research priority band along the pilot corridor. Rank interval width under weight perturbation is 0 positions.,"Bands show relative analytical priority within Udhampur-Banihal pilot corridor. They are not absolute hazard classes, operational alerts, safety certifications or road-closure recommendations."
