segment_id,midpoint_longitude_deg,midpoint_latitude_deg,coordinate_source,raster_row_index,raster_column_index,native_cell_id,cell_center_longitude_deg,cell_center_latitude_deg,west_bound_deg,east_bound_deg,south_bound_deg,north_bound_deg,boundary_rule,mapping_method_a_result,mapping_method_b_result,agreement_status
NH44_SEG_065,75.296317,33.197778,v2_3a_final_segment_inventory.csv,568,2552,GPM_NATIVE_33.15N_75.25E,75.25,33.15,75.2,75.3,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.25E_row568_col2552,"GPM_NATIVE_33.15N_75.25E_bbox[75.20,33.10,75.30,33.20]",EXACT_AGREEMENT
NH44_SEG_066,75.293423,33.201479,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_067,75.289055,33.203922,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_068,75.284026,33.205364,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_069,75.279299,33.207261,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_070,75.27538,33.210224,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_071,75.272775,33.21348,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_072,75.272475,33.217418,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_073,75.26958,33.22077,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_074,75.266527,33.224456,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_075,75.261437,33.224756,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_076,75.256539,33.226162,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_077,75.252567,33.229164,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_078,75.249029,33.232486,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_079,75.2452,33.235571,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_080,75.240308,33.236959,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_081,75.237062,33.240438,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_082,75.232141,33.242139,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_083,75.227511,33.242312,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_084,75.223415,33.244981,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_085,75.218511,33.245778,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_086,75.213889,33.247992,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_087,75.209978,33.251041,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_088,75.206387,33.254243,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_089,75.203747,33.256666,v2_3a_final_segment_inventory.csv,567,2552,GPM_NATIVE_33.25N_75.25E,75.25,33.25,75.2,75.3,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.25E_row567_col2552,"GPM_NATIVE_33.25N_75.25E_bbox[75.20,33.20,75.30,33.30]",EXACT_AGREEMENT
NH44_SEG_090,75.199364,33.257422,v2_3a_final_segment_inventory.csv,567,2551,GPM_NATIVE_33.25N_75.15E,75.15,33.25,75.1,75.2,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.15E_row567_col2551,"GPM_NATIVE_33.25N_75.15E_bbox[75.10,33.20,75.20,33.30]",EXACT_AGREEMENT
NH44_SEG_091,75.195262,33.258187,v2_3a_final_segment_inventory.csv,567,2551,GPM_NATIVE_33.25N_75.15E,75.15,33.25,75.1,75.2,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.15E_row567_col2551,"GPM_NATIVE_33.25N_75.15E_bbox[75.10,33.20,75.20,33.30]",EXACT_AGREEMENT
NH44_SEG_092,75.191715,33.260405,v2_3a_final_segment_inventory.csv,567,2551,GPM_NATIVE_33.25N_75.15E,75.15,33.25,75.1,75.2,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.15E_row567_col2551,"GPM_NATIVE_33.25N_75.15E_bbox[75.10,33.20,75.20,33.30]",EXACT_AGREEMENT
NH44_SEG_093,75.189093,33.263169,v2_3a_final_segment_inventory.csv,567,2551,GPM_NATIVE_33.25N_75.15E,75.15,33.25,75.1,75.2,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.15E_row567_col2551,"GPM_NATIVE_33.25N_75.15E_bbox[75.10,33.20,75.20,33.30]",EXACT_AGREEMENT
NH44_SEG_094,75.184709,33.265329,v2_3a_final_segment_inventory.csv,567,2551,GPM_NATIVE_33.25N_75.15E,75.15,33.25,75.1,75.2,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.15E_row567_col2551,"GPM_NATIVE_33.25N_75.15E_bbox[75.10,33.20,75.20,33.30]",EXACT_AGREEMENT
NH44_SEG_095,75.182653,33.268399,v2_3a_final_segment_inventory.csv,567,2551,GPM_NATIVE_33.25N_75.15E,75.15,33.25,75.1,75.2,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.15E_row567_col2551,"GPM_NATIVE_33.25N_75.15E_bbox[75.10,33.20,75.20,33.30]",EXACT_AGREEMENT
NH44_SEG_096,75.177979,33.268503,v2_3a_final_segment_inventory.csv,567,2551,GPM_NATIVE_33.25N_75.15E,75.15,33.25,75.1,75.2,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.15E_row567_col2551,"GPM_NATIVE_33.25N_75.15E_bbox[75.10,33.20,75.20,33.30]",EXACT_AGREEMENT
NH44_SEG_097,75.175145,33.270506,v2_3a_final_segment_inventory.csv,567,2551,GPM_NATIVE_33.25N_75.15E,75.15,33.25,75.1,75.2,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.15E_row567_col2551,"GPM_NATIVE_33.25N_75.15E_bbox[75.10,33.20,75.20,33.30]",EXACT_AGREEMENT
NH44_SEG_098,75.176452,33.274019,v2_3a_final_segment_inventory.csv,567,2551,GPM_NATIVE_33.25N_75.15E,75.15,33.25,75.1,75.2,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.15E_row567_col2551,"GPM_NATIVE_33.25N_75.15E_bbox[75.10,33.20,75.20,33.30]",EXACT_AGREEMENT
NH44_SEG_099,75.179337,33.276421,v2_3a_final_segment_inventory.csv,567,2551,GPM_NATIVE_33.25N_75.15E,75.15,33.25,75.1,75.2,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.15E_row567_col2551,"GPM_NATIVE_33.25N_75.15E_bbox[75.10,33.20,75.20,33.30]",EXACT_AGREEMENT
NH44_SEG_100,75.180496,33.279944,v2_3a_final_segment_inventory.csv,567,2551,GPM_NATIVE_33.25N_75.15E,75.15,33.25,75.1,75.2,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.15E_row567_col2551,"GPM_NATIVE_33.25N_75.15E_bbox[75.10,33.20,75.20,33.30]",EXACT_AGREEMENT
NH44_SEG_101,75.178823,33.283142,v2_3a_final_segment_inventory.csv,567,2551,GPM_NATIVE_33.25N_75.15E,75.15,33.25,75.1,75.2,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.15E_row567_col2551,"GPM_NATIVE_33.25N_75.15E_bbox[75.10,33.20,75.20,33.30]",EXACT_AGREEMENT
NH44_SEG_102,75.176238,33.284546,v2_3a_final_segment_inventory.csv,567,2551,GPM_NATIVE_33.25N_75.15E,75.15,33.25,75.1,75.2,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.15E_row567_col2551,"GPM_NATIVE_33.25N_75.15E_bbox[75.10,33.20,75.20,33.30]",EXACT_AGREEMENT
NH44_SEG_103,75.177939,33.288416,v2_3a_final_segment_inventory.csv,567,2551,GPM_NATIVE_33.25N_75.15E,75.15,33.25,75.1,75.2,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.15E_row567_col2551,"GPM_NATIVE_33.25N_75.15E_bbox[75.10,33.20,75.20,33.30]",EXACT_AGREEMENT
NH44_SEG_104,75.176845,33.292312,v2_3a_final_segment_inventory.csv,567,2551,GPM_NATIVE_33.25N_75.15E,75.15,33.25,75.1,75.2,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.15E_row567_col2551,"GPM_NATIVE_33.25N_75.15E_bbox[75.10,33.20,75.20,33.30]",EXACT_AGREEMENT
NH44_SEG_105,75.175883,33.296416,v2_3a_final_segment_inventory.csv,567,2551,GPM_NATIVE_33.25N_75.15E,75.15,33.25,75.1,75.2,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.15E_row567_col2551,"GPM_NATIVE_33.25N_75.15E_bbox[75.10,33.20,75.20,33.30]",EXACT_AGREEMENT
NH44_SEG_106,75.180405,33.296039,v2_3a_final_segment_inventory.csv,567,2551,GPM_NATIVE_33.25N_75.15E,75.15,33.25,75.1,75.2,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.15E_row567_col2551,"GPM_NATIVE_33.25N_75.15E_bbox[75.10,33.20,75.20,33.30]",EXACT_AGREEMENT
NH44_SEG_107,75.181795,33.29682,v2_3a_final_segment_inventory.csv,567,2551,GPM_NATIVE_33.25N_75.15E,75.15,33.25,75.1,75.2,33.2,33.3,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.25N_75.15E_row567_col2551,"GPM_NATIVE_33.25N_75.15E_bbox[75.10,33.20,75.20,33.30]",EXACT_AGREEMENT
NH44_SEG_108,75.181484,33.300866,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_109,75.182362,33.305088,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_110,75.181956,33.308773,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_111,75.185996,33.31141,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_112,75.188585,33.312718,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_113,75.192016,33.314337,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_114,75.195018,33.318051,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_115,75.198164,33.321701,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_116,75.199074,33.32597,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_117,75.200053,33.330305,v2_3a_final_segment_inventory.csv,566,2552,GPM_NATIVE_33.35N_75.25E,75.25,33.35,75.2,75.3,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.25E_row566_col2552,"GPM_NATIVE_33.35N_75.25E_bbox[75.20,33.30,75.30,33.40]",EXACT_AGREEMENT
NH44_SEG_118,75.197965,33.333695,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_119,75.193649,33.335971,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_120,75.192114,33.338493,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_121,75.188125,33.341146,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_122,75.184712,33.344575,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_123,75.180627,33.347137,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_124,75.179889,33.350623,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_125,75.175277,33.352093,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_126,75.171487,33.354821,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_127,75.171727,33.359024,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_128,75.175556,33.361802,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
NH44_SEG_129,75.179159,33.364341,v2_3a_final_segment_inventory.csv,566,2551,GPM_NATIVE_33.35N_75.15E,75.15,33.35,75.1,75.2,33.3,33.4,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.35N_75.15E_row566_col2551,"GPM_NATIVE_33.35N_75.15E_bbox[75.10,33.30,75.20,33.40]",EXACT_AGREEMENT
