segment_id,segment_index,chainage_mid_m,structure_dominant_type,static_susceptibility_score_primary,static_susceptibility_score_mean,static_susceptibility_score_max,terrain_severity_score_primary,terrain_severity_score_mean,terrain_severity_score_max,geological_context_score_primary,geological_context_score_mean,geological_context_score_max,surface_drainage_score_primary,surface_drainage_score_mean,surface_drainage_score_max,road_structure_context_profile,data_confidence_score_primary,data_confidence_category,susceptibility_band,terrain_band,geology_band,surface_drainage_band,multidimensional_profile_string
NH44_SEG_001,0,250.0,Open Road,,,,,,,100.0,94.83,100.0,50.32,65.83,96.84,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_HIGH,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_HIGH; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_070,69,34750.0,Open Road,,,,,,,56.96,50.21,56.96,50.32,45.26,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_071,70,35250.0,Open Road,,,,,,,55.06,48.94,55.06,50.32,43.15,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_072,71,35750.0,Open Road,,,,,,,55.7,49.37,55.7,50.32,41.04,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_073,72,36250.0,Open Road,,,,,,,54.43,48.52,54.43,50.32,38.93,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_074,73,36750.0,Open Road,,,,,,,53.8,48.1,53.8,50.32,36.82,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_075,74,37250.0,Open Road,,,,,,,53.16,47.68,53.16,50.32,34.71,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_076,75,37750.0,Open Road,,,,,,,52.53,47.26,52.53,50.32,65.83,96.84,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_077,76,38250.0,Open Road,,,,,,,51.9,46.84,51.9,50.32,63.5,89.87,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_078,77,38750.0,Open Road,,,,,,,51.27,62.34,84.49,50.32,61.18,82.91,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_079,78,39250.0,Open Road,,,,,,,50.63,45.99,50.63,50.32,58.86,75.95,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_080,79,39750.0,Open Road,,,,,,,43.67,41.35,43.67,50.32,56.54,68.99,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_081,80,40250.0,Open Road,,,,,,,39.24,38.4,39.24,50.32,54.22,62.03,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_082,81,40750.0,Open Road,,,,,,,41.14,39.66,41.14,50.32,51.9,55.06,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_083,82,41250.0,Open Road,,,,,,,45.57,42.62,45.57,50.32,49.58,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_084,83,41750.0,Open Road,,,,,,,46.84,43.46,46.84,50.32,47.37,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_085,84,42250.0,Open Road,,,,,,,49.37,45.15,49.37,50.32,45.26,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_086,85,42750.0,Bridge,,,,,,,50.0,61.5,84.49,50.32,43.15,50.32,Bridge,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Bridge; Confidence=HIGH
NH44_SEG_087,86,43250.0,Open Road,,,,,,,47.47,59.81,84.49,50.32,41.04,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_088,87,43750.0,Open Road,,,,,,,44.94,42.2,44.94,50.32,38.93,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_089,88,44250.0,Open Road,,,,,,,44.3,41.77,44.3,50.32,36.82,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_090,89,44750.0,Open Road,,,,,,,46.2,43.04,46.2,50.32,34.71,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_091,90,45250.0,Open Road,,,,,,,48.73,44.72,48.73,50.32,65.83,96.84,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_092,91,45750.0,Open Road,,,,,,,48.1,44.3,48.1,50.32,63.5,89.87,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_093,92,46250.0,Open Road,,,,,,,42.41,40.51,42.41,50.32,61.18,82.91,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_094,93,46750.0,Open Road,,,,,,,41.77,40.08,41.77,50.32,58.86,75.95,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_095,94,47250.0,Open Road,,,,,,,39.87,38.82,39.87,50.32,56.54,68.99,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_096,95,47750.0,Open Road,,,,,,,40.51,39.24,40.51,50.32,54.22,62.03,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_097,96,48250.0,Open Road,,,,,,,43.04,40.93,43.04,50.32,51.9,55.06,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,MODERATE,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=MODERATE; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_098,97,48750.0,Open Road,,,,,,,38.61,37.98,38.61,50.32,49.58,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_099,98,49250.0,Open Road,,,,,,,37.97,37.55,37.97,50.32,47.37,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_100,99,49750.0,Open Road,,,,,,,37.34,37.13,37.34,50.32,45.26,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_101,100,50250.0,Open Road,,,,,,,36.71,36.71,36.71,50.32,43.15,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_102,101,50750.0,Open Road,,,,,,,36.08,36.29,36.71,50.32,41.04,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_103,102,51250.0,Open Road,,,,,,,35.44,35.86,36.71,50.32,38.93,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_104,103,51750.0,Open Road,,,,,,,34.81,35.44,36.71,50.32,36.82,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_105,104,52250.0,Open Road,,,,,,,34.18,35.02,36.71,50.32,34.71,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_106,105,52750.0,Open Road,,,,,,,33.54,50.52,84.49,50.32,65.83,96.84,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_107,106,53250.0,Open Road,,,,,,,32.91,54.64,98.1,50.32,63.5,89.87,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_108,107,53750.0,Open Road,,,,,,,32.28,49.68,84.49,50.32,61.18,82.91,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_109,108,54250.0,Open Road,,,,,,,31.65,33.34,36.71,50.32,58.86,75.95,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_110,109,54750.0,Open Road,,,,,,,31.01,48.84,84.49,50.32,56.54,68.99,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_111,110,55250.0,Open Road,,,,,,,27.85,30.8,36.71,50.32,54.22,62.03,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_112,111,55750.0,Open Road,,,,,,,25.32,29.12,36.71,50.32,51.9,55.06,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_113,112,56250.0,Open Road,,,,,,,25.95,29.54,36.71,50.32,49.58,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_114,113,56750.0,Open Road,,,,,,,27.22,30.38,36.71,50.32,47.37,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_115,114,57250.0,Open Road,,,,,,,29.11,31.64,36.71,50.32,45.26,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_116,115,57750.0,Open Road,,,,,,,29.75,32.07,36.71,50.32,43.15,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_117,116,58250.0,Open Road,,,,,,,30.38,48.42,84.49,50.32,41.04,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_118,117,58750.0,Open Road,,,,,,,28.48,47.15,84.49,50.32,38.93,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_119,118,59250.0,Open Road,,,,,,,26.58,45.88,84.49,50.32,36.82,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_120,119,59750.0,Open Road,,,,,,,22.15,42.93,84.49,50.32,34.71,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_121,120,60250.0,Open Road,,,,,,,17.09,39.56,84.49,50.32,65.83,96.84,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_122,121,60750.0,Open Road,,,,,,,13.29,37.02,84.49,50.32,63.5,89.87,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_123,122,61250.0,Open Road,,,,,,,10.76,35.34,84.49,50.32,61.18,82.91,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_124,123,61750.0,Open Road,,,,,,,9.49,39.03,98.1,50.32,58.86,75.95,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_125,124,62250.0,Open Road,,,,,,,7.59,37.76,98.1,50.32,56.54,68.99,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_126,125,62750.0,Open Road,,,,,,,6.96,37.34,98.1,50.32,54.22,62.03,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_127,126,63250.0,Open Road,,,,,,,5.06,36.07,98.1,50.32,51.9,55.06,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_128,127,63750.0,Open Road,,,,,,,6.33,36.92,98.1,50.32,49.58,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_129,128,64250.0,Open Road,,,,,,,8.86,34.07,84.49,50.32,47.37,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_130,129,64750.0,Open Road,,,,,,,11.39,19.83,36.71,50.32,45.26,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_131,130,65250.0,Open Road,,,,,,,12.66,20.68,36.71,50.32,43.15,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_132,131,65750.0,Open Road,,,,,,,16.46,23.21,36.71,50.32,41.04,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_133,132,66250.0,Open Road,,,,,,,18.99,24.9,36.71,50.32,38.93,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_134,133,66750.0,Open Road,,,,,,,23.42,27.85,36.71,50.32,36.82,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_135,134,67250.0,Open Road,,,,,,,24.68,28.69,36.71,50.32,34.71,50.32,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_136,135,67750.0,Open Road,,,,,,,22.78,27.42,36.71,50.32,65.83,96.84,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_137,136,68250.0,Open Road,,,,,,,24.05,28.27,36.71,50.32,63.5,89.87,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_138,137,68750.0,Open Road,,,,,,,21.52,42.51,84.49,50.32,61.18,82.91,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_139,138,69250.0,Open Road,,,,,,,17.72,39.98,84.49,50.32,58.86,75.95,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
NH44_SEG_140,139,69750.0,Open Road,,,,,,,14.56,21.94,36.71,50.32,56.54,68.99,Open Road,100.0,HIGH_CONFIDENCE (100% Valid Coverage),VERY_HIGH,VERY_HIGH,VERY_LOW,MODERATE,Susceptibility=VERY_HIGH; Terrain=VERY_HIGH; Geology=VERY_LOW; SurfaceDrainage=MODERATE; Structure=Open Road; Confidence=HIGH
