segment_id,chainage_mid_m,structure_dominant_type,consensus_median_rank,consensus_mean_rank,consensus_final_rank,consensus_percentile,consensus_priority_band,rank_iqr,rank_range,agreement_category,disclaimer_notice
NH44_SEG_128,63750.0,Open Road,149.0,143.55,149,6.33,VERY_LOW,0.0,30,SENSITIVE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_129,64250.0,Open Road,145.0,140.27,145,8.86,VERY_LOW,0.0,26,SENSITIVE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_130,64750.0,Open Road,141.0,137.0,141,11.39,VERY_LOW,0.0,22,SENSITIVE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_131,65250.0,Open Road,139.0,135.36,139,12.66,VERY_LOW,0.0,20,MODERATE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_132,65750.0,Open Road,133.0,130.45,133,16.46,VERY_LOW,0.0,14,MODERATE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_133,66250.0,Open Road,129.0,127.18,129,18.99,VERY_LOW,0.0,10,VERY_STABLE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_134,66750.0,Open Road,122.0,121.45,122,23.42,LOW,0.0,3,VERY_STABLE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_135,67250.0,Open Road,120.0,119.82,120,24.68,LOW,0.0,1,VERY_STABLE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_136,67750.0,Open Road,123.0,122.27,123,22.78,LOW,0.0,4,VERY_STABLE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_137,68250.0,Open Road,121.0,120.64,121,24.05,LOW,0.0,2,VERY_STABLE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_138,68750.0,Open Road,125.0,123.91,125,21.52,LOW,0.0,6,VERY_STABLE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_139,69250.0,Open Road,131.0,128.82,131,17.72,VERY_LOW,0.0,12,MODERATE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_140,69750.0,Open Road,136.0,132.91,136,14.56,VERY_LOW,0.0,17,MODERATE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_141,70250.0,Open Road,137.0,133.73,137,13.92,VERY_LOW,0.0,18,MODERATE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_142,70750.0,Open Road,135.0,132.09,135,15.19,VERY_LOW,0.0,16,MODERATE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_143,71250.0,Open Road,128.0,126.36,128,19.62,VERY_LOW,0.0,9,VERY_STABLE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_144,71750.0,Open Road,126.0,124.73,126,20.89,LOW,0.0,7,VERY_STABLE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_145,72250.0,Open Road,127.0,125.55,127,20.25,LOW,0.0,8,VERY_STABLE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_146,72750.0,Open Road,130.0,128.0,130,18.35,VERY_LOW,0.0,11,MODERATE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_147,73250.0,Open Road,134.0,131.27,134,15.82,VERY_LOW,0.0,15,MODERATE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_148,73750.0,Open Road,140.0,136.18,140,12.03,VERY_LOW,0.0,21,SENSITIVE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_149,74250.0,Open Road,143.0,138.64,143,10.13,VERY_LOW,0.0,24,SENSITIVE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_150,74750.0,Open Road,146.0,141.09,146,8.23,VERY_LOW,0.0,27,SENSITIVE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_151,75250.0,Tunnel,150.0,144.36,150,5.7,VERY_LOW,0.0,31,SENSITIVE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_152,75750.0,Tunnel,152.0,146.0,152,4.43,VERY_LOW,0.0,33,SENSITIVE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_153,76250.0,Tunnel,155.0,148.45,155,2.53,VERY_LOW,0.0,36,HIGHLY_SENSITIVE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_154,76750.0,Tunnel,153.0,146.82,153,3.8,VERY_LOW,0.0,34,SENSITIVE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_155,77250.0,Tunnel,154.0,147.64,154,3.16,VERY_LOW,0.0,35,SENSITIVE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_156,77750.0,Tunnel,156.0,149.27,156,1.9,VERY_LOW,0.0,37,HIGHLY_SENSITIVE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_157,78250.0,Tunnel,157.0,150.09,157,1.27,VERY_LOW,0.0,38,HIGHLY_SENSITIVE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
NH44_SEG_158,78559.68,Open Road,158.0,150.91,158,0.63,VERY_LOW,0.0,39,HIGHLY_SENSITIVE,"Consensus prioritization summarizes agreement across transparent analytical methods. It is not an operational warning, absolute risk estimate or road closure recommendation."
